"baseMean"	"baseMeanA"	"baseMeanB"	"foldChange"	"log2FoldChange"	"pval"	"FDR"
"ABHD14A.ACY1"	20.1862187898154	20.1759849647985	20.2187980309241	0.867755072896423	-0.204640200813136	0.0750343287069868	0.117404458415382
"ABHD14B"	4663.7495371962	4748.06042434983	4395.34698818419	0.966210406005007	-0.0495907043291551	0.348026532591428	0.435229407889096
"ABHD15"	1661.85883828831	1671.67400767668	1630.61238161158	0.927965300218899	-0.107857235804	0.0409381642678095	0.068877755550171
"ABHD16A"	333.452517798154	344.663015339801	297.764053147222	1.01803019308834	0.0257803499920632	0.602441401154903	0.682858357225991
"ABHD16B"	0	0	0	1	0	1	1
"ABHD17A"	2096.82392590051	2064.24994737596	2200.52273826765	0.816844497465034	-0.291866635964051	3.55543276968687e-09	2.24072172175874e-08
"ABHD17B"	1176.54118878058	1261.79709448272	905.130186224226	1.24895309272568	0.320719294269461	3.44940681460393e-09	2.18066153534795e-08
"ABHD17C"	495.795438401334	506.518286687582	461.659398444198	1.03058749395266	0.0434669907901251	0.611430555734978	0.691248891872214
"ABHD18"	948.508753128202	1010.57389089458	750.925241156325	1.18140486987051	0.240503464020571	2.46696079736435e-06	9.76695482189233e-06
"ABHD2"	9686.55614289852	10634.1263716061	6669.97935976535	1.41062635761457	0.496335901895879	2.56779467909431e-07	1.19344482741827e-06
"ABHD3"	777.833027748062	814.054164228845	662.523538217498	1.13104958240467	0.177662174881593	0.0751342606567335	0.117536096375869
"ABHD4"	2671.7449834555	2667.52209956041	2685.18847622246	0.876662198845794	-0.189907053735261	0.000404283825423365	0.00107112382765295
"ABHD5"	652.640390111805	680.689285960595	563.347116171162	1.08753574439934	0.121062819278796	0.0301881720330791	0.052518765237039
"ABHD6"	2016.6497585205	2229.66463241345	1338.51983887963	1.50286603038332	0.587716409177104	7.44187915269284e-12	7.2504825802354e-11
"ABHD8"	697.029599573769	695.287863483856	702.574392447164	0.871062374571639	-0.199152064624398	0.000597944452234454	0.00153036643482079
"ABI1"	3705.88296075493	3864.68883742433	3200.32663777988	1.07998710514477	0.11101408696767	0.00151915217157751	0.00356358042094278
"ABI2"	3834.10444353463	4118.33206957704	2929.26970741797	1.2516291123657	0.323807120560417	9.16801864523068e-14	1.24326282862172e-12
"ABI3"	1723.72105861204	1759.01515404299	1611.36279150621	0.954884718980242	-0.0666015244557759	0.301918215753396	0.386341295122993
"ABI3BP"	5822.02353018809	6267.49779283032	4403.86234544632	1.19651814130131	0.258842270814591	0.0595389089282189	0.0957994474484124
"ABL1"	5400.9384267221	5475.92543424787	5162.21832019514	0.928240942254546	-0.107428762510772	0.0257333115887583	0.0456110047601967
"ABL2"	3316.30867507236	3388.45876438683	3086.61985863087	0.947757312843734	-0.0774104116922473	0.245248818801974	0.324444996664658
"ABLIM1"	11482.6273483032	12498.4124952961	8248.88931154586	1.34477742427292	0.427367410350845	1.31954258436095e-10	1.04552000286033e-09
"ABLIM2"	376.195037760152	359.598373953352	429.030288594645	0.725005271629484	-0.463936609654875	7.34824128024932e-07	3.18868186184565e-06
"ABLIM3"	8170.63599623695	8857.58671885942	5983.73782421862	1.28841638496446	0.365598912896908	0.00051179228272408	0.00132699378566656
"ABO"	2213.73103827553	2372.40851955152	1708.5834602685	1.25834323241223	0.331525493090758	0.0685758306796918	0.108367402854111
"ABR"	5428.5103492633	5341.10871463695	5706.7522503215	0.82786769850973	-0.272527865755298	0.000243495342055707	0.000674805448686929
"ABRA"	6.54750217004605	5.79623966333071	8.93913602169948	0.529832173491661	-0.916392642407571	4.4744696788944e-09	2.76562356945294e-08
"ABRACL"	1067.60385137852	1033.06759140048	1177.54955974898	0.805281954422775	-0.312434090508577	2.83511463211918e-05	9.41923690115478e-05
"ABRAXAS1"	854.21351677978	961.202418278796	513.615821181997	1.67739013284194	0.746218274625205	1.15452473874394e-23	8.07042565226278e-22
"ABRAXAS2"	1285.85984962913	1370.16972145433	1017.4605329012	1.2131502460506	0.278758236203667	5.09668323517803e-12	5.11471345970395e-11
"ABT1"	1544.51126120836	1573.94116745899	1450.82155965819	0.959699883111525	-0.0593447774283987	0.109487172981708	0.162683821635156
"ABTB1"	1762.90753505384	1742.95526199066	1826.4253217779	0.819203090344662	-0.287706937146485	4.65408165003415e-08	2.44805898952637e-07
"ABTB2"	860.825634351415	911.693102126489	698.889750700492	1.16994627316886	0.226442279199639	0.0824166512786427	0.127231324722759
"ACAA1"	2630.30671516003	2734.21172488167	2299.52654659665	1.05409520077535	0.0760051700909698	0.173538402572674	0.24232401517732
"ACAA2"	15228.5489116005	17257.0300927997	8770.90698613165	1.77099963831807	0.824563917455849	1.68810280431753e-19	5.88327943059007e-18
"ACACA"	1823.38445744394	1833.73432857218	1790.43578513659	0.945105072221553	-0.0814533647639255	0.192308004892352	0.264506178460496
"ACACB"	2754.03216482743	2989.73747809319	2003.66754369699	1.29067086504389	0.368121144790225	1.04220068106466e-05	3.7242607023954e-05
"ACAD10"	2341.61287311238	2436.02293572715	2041.05973799929	1.05635065884373	0.079088821248549	0.244699730307776	0.323806390789136
"ACAD11"	603.513999990076	709.491386022129	266.136449961432	2.37607620872043	1.24858110894164	5.06866460629251e-21	2.31131106046939e-19
"ACAD8"	1482.16701531891	1580.1388321922	1170.27508453881	1.20005539771153	0.263101005966271	1.31561010945762e-06	5.47239969826564e-06
"ACAD9"	2742.26546672394	2849.35638130641	2401.34301387882	1.05266359654369	0.074044462822478	0.0856565243502018	0.131583437318023
"ACADL"	2781.42647428037	3086.76307575696	1809.39160535951	1.52224416698277	0.606199784756476	4.49933693693115e-06	1.70549757478826e-05
