"baseMean"	"baseMeanA"	"baseMeanB"	"foldChange"	"log2FoldChange"	"pval"	"padj"
"ABCC13"	5.09346360405164	5.58138318122204	6.05083794215541	0.890347549746373	-0.167559488673801	0.512755024071827	0.617834826009042
"ABCC2"	2163.81776917794	2947.70116083128	1893.21692712774	0.642280553233179	-0.63872447924425	5.35215763467989e-06	2.26557352302955e-05
"ABCC3"	11472.5515881167	13319.399024979	10835.0097331998	0.813481154886946	-0.297819170091049	0.00364945534417581	0.00860803699158905
"ABCC4"	4217.56624187005	4560.62451615193	4099.14064581658	0.898745824666979	-0.154014931695634	0.100394083031909	0.160223472511576
"ABCC5"	2075.45620308441	2367.45446814093	1974.6568019964	0.834146686420028	-0.261626988001104	0.00125471179879728	0.00327879505559381
"ABCC5.AS1"	1.58596525180459	2.03606611527726	1.43058796742772	0.725388501602266	-0.463174218083257	0.0316243620922408	0.0583913622734168
"ABCC6P2"	115.363061167255	132.913751069325	109.304466844896	0.823412718356746	-0.280312362321818	0.018430374453055	0.036347725260931
"ABCC8"	17.1287123404291	14.4144570777195	22.3306286682694	1.25922081141583	0.332531289889343	0.0537204485358215	0.092817406584678
"ABCC9"	1850.21141338025	1495.55496374821	1972.64076311625	1.31900450649331	0.399449493690627	3.47916810242261e-05	0.000125007447255349
"ABCD1"	1693.07629008949	2054.43185694049	1568.33436838203	0.763483937531704	-0.389330289518303	2.33226920256382e-12	3.21441990033598e-11
"ABCD2"	114.399592198039	137.08015711242	106.570136912526	0.776274439876665	-0.365361309674932	0.000749411864967278	0.00205424565379496
"ABCD3"	3969.5885780976	3958.81411693188	3973.30798113015	1.00362280110672	0.00521715253362448	0.924717253649775	0.949510397407051
"ABCD4"	2979.65413431328	2432.92523402114	3168.38794646892	1.30247981110024	0.381261010391466	1.99026277154623e-17	6.83685417522669e-16
"ABCE1"	3312.6350864103	3182.40321514631	3357.59184196993	1.0548514329927	0.0770398217023697	0.0499645313792558	0.0871046409404451
"ABCF1"	3734.32442059264	3557.91341784756	3795.22246537588	1.0665950933674	0.0930125963523636	0.0221460066307316	0.0426878304992304
"ABCF2"	3027.10633027064	3284.93525652906	2938.10237216499	0.894353841721921	-0.161082363366916	0.000188276952565992	0.000582428035008345
"ABCF3"	3099.59310578279	3260.59628985238	3044.01392443274	0.933593236480433	-0.0991339855681979	0.00364438207661287	0.00860054444061279
"ABCG1"	4365.89213904409	4046.67977264948	4476.08599703237	1.10613285639695	0.145524676489303	0.03091306331235	0.0572411770187521
"ABCG2"	1244.54914110181	664.164494726529	1444.9011012204	2.17525633504897	1.12118542004801	3.20859924974999e-23	3.14914987836934e-21
"ABCG4"	34.6755473252236	32.8505656430119	35.3055410018227	1.08235202880826	0.114169803800613	0.192651873880109	0.278062343048754
"ABCG5"	22.1735312997834	53.0820103868782	22.3730502377929	1.04390814692356	0.0619947753103739	0.594208175377842	0.69168186846878
"ABCG8"	8.15124078179984	43.3519796532741	8.69034995667112	1.31807403317779	0.398431405474066	0.144472036900017	0.218321003839045
"ABHD1"	96.2685452483721	79.292147332081	102.128890830434	1.29191931731794	0.369515973948298	0.000333486983870985	0.000982051811705802
"ABHD10"	2641.0525503306	2881.10822978572	2558.18401440911	0.887940699457699	-0.171464764545116	0.0103278439180601	0.0217351598728542
"ABHD11"	1757.81242091817	2163.80394256119	1617.66192303593	0.747614153189145	-0.419634213682146	4.37648294614592e-07	2.28995202757951e-06
"ABHD12"	4883.38468349819	5947.90647776209	4515.90592712217	0.759281274921031	-0.397293665423887	3.99348444944197e-13	6.41674553066962e-12
"ABHD12B"	43.7219760146477	37.2791020855807	45.9460913983805	1.23374465643464	0.303043836128932	0.000504663724967921	0.00143254488199233
"ABHD13"	1159.92040959831	1031.36891891027	1204.29708857555	1.16728632346011	0.223158482870453	1.20983409172487e-08	8.44568219627103e-08
"ABHD14A"	674.753289113068	803.855517020954	630.186492629798	0.783927308365225	-0.351208211877373	1.11649439265899e-06	5.40995103021255e-06
"ABHD14A.ACY1"	19.1740153227643	22.7444903813678	17.9414677682875	0.792440472337231	-0.335625529968982	0.00213759665589193	0.00531340767266548
"ABHD14B"	4465.29889684791	4969.12139988491	4291.37660812829	0.863640624989838	-0.211496986667192	6.75651628560959e-05	0.000228155700368395
"ABHD15"	1516.88780720648	1656.64621188302	1468.64244011266	0.886576692929532	-0.173682658660926	0.000358060255556195	0.00104885327677632
"ABHD16A"	311.180926221028	319.166664647109	308.424205558874	0.965990723090932	-0.0499187607072384	0.262010048076989	0.35964713991654
"ABHD16B"	0	0	0	NA	NA	NA	NA
"ABHD17A"	2121.04359195841	2325.74973934164	2050.3779082042	0.88175695043309	-0.181547052173652	0.00065145570662649	0.00180758827323899
"ABHD17B"	955.063426138163	796.520780324232	1009.79321619996	1.26709529679968	0.341525032016346	5.88551425025231e-13	9.1835085396917e-12
"ABHD17C"	480.069177660489	551.432011617975	455.434336349138	0.826033554062534	-0.27572770876756	0.00119347625525965	0.00313249521408274
"ABHD18"	745.886097308721	711.314472849833	757.820411505488	1.06506627150928	0.0909432019094982	0.0601864055848848	0.102636042679241
"ABHD2"	8254.71685090564	7983.73274502834	8348.2620490989	1.04564160025091	0.0643884441819125	0.487492785575427	0.593952702610978
"ABHD3"	767.251567316112	885.970021054962	726.269306573385	0.819530171462064	-0.287131030959298	0.00363540972140147	0.00858087541145987
"ABHD4"	2610.92038851054	2286.95849472937	2722.75380937747	1.19080238374463	0.25193401467407	3.05839258909185e-06	1.35667925611212e-05
"ABHD5"	573.883339217169	558.074952519613	579.340480926463	1.03766755934074	0.0533443171934515	0.320770095351956	0.42534212199202
"ABHD6"	1907.59639353061	1730.9544716955	1968.57415284903	1.13724276780471	0.185540259966602	0.0223797341955413	0.0430834111982094
"ABHD8"	669.68744080338	760.464011573321	638.350871167729	0.839667754502033	-0.252109509557689	9.48755416836178e-06	3.83767757547009e-05
"ABI1"	3519.7104749259	3496.4901448297	3527.72626010979	1.00870775774191	0.012508258164957	0.692791073999982	0.774313987169219
"ABI2"	3825.09090942608	3442.67622435087	3957.10255413698	1.14931228940407	0.200770858174825	1.20334544189889e-06	5.79001144063782e-06
"ABI3"	1667.05963249078	1683.99533954261	1661.21333361809	0.986455418583645	-0.0196742429670482	0.748775393433459	0.819030094635226
"ABI3BP"	5599.20482348875	5016.81573562353	5800.24872779291	1.15616995384053	0.209353485676644	0.106936879645223	0.16896459232814
"ABL1"	5281.5293571109	4890.01167246948	5416.6834071515	1.10768204562828	0.147543822700875	0.00106967156133392	0.0028357803599816
"ABL2"	3170.02852082134	3014.7098441258	3223.64537907788	1.0692823598176	0.0966428683243213	0.123801286846162	0.191539700789967
"ABLIM1"	9459.13631289528	8086.5435334231	9932.96286142541	1.22831050328504	0.296675304132259	2.04162357073167e-06	9.41179557032904e-06
"ABLIM2"	391.563640891505	516.56593072426	348.412165497185	0.674511753074575	-0.568084513159814	1.77173849265626e-09	1.43768271673238e-08
"ABLIM3"	7757.03643034808	7507.92747161602	7843.03020788299	1.04464137999856	0.0630077575269153	0.534660649536506	0.638091606374252
"ABO"	2019.20854864319	1306.65938039189	2265.18442590254	1.73354533404227	0.793725565033843	2.66282083301995e-06	1.19358390522397e-05
"ABR"	4869.85475167179	5310.62063834405	4717.69995243699	0.88834629654288	-0.170805915029382	0.0162422166371191	0.0325045048633387
"ABRA"	7.03141851234517	8.81154258970967	6.41690992673441	0.732999153157645	-0.448116563289491	0.00717278933572149	0.0157152570370581
"ABRACL"	1080.05676247315	1398.03916535272	970.287494629789	0.693972713849079	-0.527049155957762	9.44619972657267e-14	1.70241844356801e-12
"ABRAXAS1"	793.58586768154	587.373234882255	864.771598456087	1.47180794388401	0.557589426501384	9.96949626428731e-15	2.14042063734775e-13
"ABRAXAS2"	1266.37283346572	1178.91075858037	1296.56522096039	1.099305915309	0.136592915936865	8.37698887887348e-05	0.000277624750565443
"ABT1"	1472.95958201281	1467.84080930627	1474.72661039917	1.00477418929829	0.00687130977845768	0.844133126560227	0.891184798389827
"ABTB1"	2038.86341677184	2134.14067106727	2005.97318652191	0.940055764404631	-0.0891817544334891	0.106870519967241	0.168918602112193
"ABTB2"	898.411125587462	911.073871553625	894.039876295033	0.981363186671629	-0.0271409414783867	0.825869054881852	0.878241238849969
"ACAA1"	2881.81685787953	3046.33634532355	2825.02382933721	0.927368638888247	-0.108785155413891	0.0409584533071149	0.0733209674993217
"ACAA2"	14188.3022075486	11250.7500538748	15202.3613071731	1.35122061098266	0.434263239717067	2.25199589938088e-07	1.24864883909913e-06
"ACACA"	1864.49658696892	2104.97642703107	1781.48162848171	0.846272661530106	-0.240805533125148	2.54963400052252e-05	9.45612662519982e-05
"ACACB"	2674.70080268741	2604.63574144791	2698.88764574543	1.03626451070048	0.0513923037659422	0.516435928758696	0.621081868067959
"ACAD10"	2287.86041260018	2657.63336351587	2160.21276379093	0.812859619740157	-0.298921873450215	3.92822138476065e-06	1.70843344015526e-05
"ACAD11"	545.790282563327	414.491523892771	591.115333501656	1.42570246635808	0.511672933326492	4.44116932555351e-05	0.00015606043234493
"ACAD8"	1455.36064075419	1459.20204584146	1454.03456666927	0.99623337165874	-0.00544435591040747	0.915128138826555	0.942652665310116
"ACAD9"	2621.70003717027	2804.09276002707	2558.73706982793	0.912513516778826	-0.132082165656273	0.00102315614028633	0.00272521099771754
"ACADL"	2553.15367277505	2273.89709470199	2649.5545736989	1.16519645426826	0.220573216428365	0.0781874719292868	0.129071382232473
"ACADM"	4632.03834436659	4035.14748134566	4838.08834091629	1.19889226233818	0.261702017739515	0.000731012435116702	0.00200915431312473
"ACADS"	3609.79234906002	3846.54760259114	3528.06313825202	0.917111989204633	-0.124830181781025	0.141973261383579	0.215089728171634
"ACADSB"	2893.25473617117	2298.51755196725	3098.56127099225	1.34800084133087	0.430821396952628	2.80830517073862e-08	1.83698484797998e-07
"ACADVL"	25377.9126316522	27708.2475661255	24573.4682433134	0.886872442448966	-0.173201476133075	0.00519417058892655	0.0117785792750693
"ACAN"	2827.19689875682	2673.3298908795	2880.31263298296	1.0774094834235	0.10756666903463	0.471045397441619	0.578472575263413
"ACAP1"	999.235158046728	1269.98498800183	905.770833185513	0.713178836241869	-0.487664203620938	8.92351752619442e-08	5.34091840955333e-07
"ACAP2"	3169.62943665434	2844.46032346022	3281.87959627752	1.1535418275912	0.206070317297298	1.42226281573424e-06	6.74451841839087e-06
"ACAP3"	1677.67424846917	2028.19076992771	1556.67402462321	0.767567976381467	-0.381633572618523	1.21755394662906e-07	7.10537530964584e-07
"ACAT1"	9085.69152910254	7747.81217880766	9547.53481167009	1.23226529862474	0.301312892239042	0.00468443013206249	0.0107364941320381
"ACAT2"	770.18217853023	826.847570932479	750.620974577672	0.907583645752821	-0.139897482355604	0.00386390336104067	0.00905170665442387
"ACBD3"	3340.8229368153	3102.30977148985	3423.1589884071	1.10325378218083	0.141764693177639	0.00461926664450183	0.0106085913051201
"ACBD4"	1808.91595140423	1684.20564697362	1851.96663183781	1.09978648797327	0.1372234668037	0.0631057593922118	0.106978748088846
"ACBD5"	3040.73266745475	2936.58735351706	3076.68420048529	1.04757467669913	0.0670530905722825	0.197143636649456	0.283606632621603
"ACBD7"	9.17615518485294	11.0051555410856	8.54477423996168	0.773585298993879	-0.37036771639907	0.000672813406757673	0.00186274582464403
"ACCS"	1255.7357337966	1284.6127847704	1245.76721757003	0.969866222387108	-0.0441423306894007	0.632645625455301	0.725033696624505
"ACCSL"	1.54961691870763	1.32103383863921	1.62852505045728	1.22436998042649	0.292039577859962	0.125224213885189	0.193371705299346
"ACD"	1151.3109773165	1246.80272515772	1118.34670271926	0.897149741171413	-0.156579292779829	0.000462179012698984	0.00132287874964163
"ACE"	2672.29952838056	2159.35981261986	2849.36912888973	1.31954234778794	0.400037651507905	6.18312941607981e-05	0.000210328447293866
"ACE2"	5096.49947194608	4713.59140689951	5228.68143412655	1.1092778134758	0.149620727023852	0.422547858697391	0.530689400198717
"ACER1"	3.27943565744404	3.84601227409334	3.08385030484729	0.805120404114701	-0.312723543424315	0.0476791202437552	0.0836090195812837
"ACER2"	255.883230746369	177.661641622254	282.885751923461	1.58987234725954	0.668910934460078	4.31465116416233e-13	6.85987175272709e-12
"ACER3"	2058.94797274606	2396.32091384968	1942.48498485823	0.810591421359657	-0.302953187732773	4.81528320317709e-10	4.34256566358118e-09
"ACHE"	349.812837783771	610.088987403778	259.964084764261	0.426202011244389	-1.23039069368261	2.94884050969792e-15	7.03748547746013e-14
"ACIN1"	7027.2009077805	6338.96250217625	7264.78457656443	1.14611262337113	0.196748818262009	6.8487657452012e-05	0.000230892515948255
"ACKR1"	1154.98741475751	1443.89368450337	1055.25538739319	0.730899927481762	-0.452254204453788	0.000801050858884715	0.00218312598541102
"ACKR2"	58.6711877175029	58.0846719657149	58.8736561688051	1.01436474844129	0.0205765144181965	0.876091509879262	0.91453320650042
"ACKR3"	5678.91841966938	5051.31400403976	5895.57090287303	1.16714663258379	0.22298582309521	0.0324054277148888	0.0596150484543946
"ACKR4"	149.192902686508	203.074553130116	130.592661711454	0.642816276974875	-0.637521634428147	2.81549497506516e-08	1.84055490291455e-07
"ACLY"	26787.7921309667	25705.840710167	27161.2876899277	1.05661300154364	0.0794470673662828	0.245884089105037	0.340959270225652
"ACMSD"	3307.30168097069	3187.84538326464	3348.53864949387	1.05042721289773	0.0709761970137129	0.596992049528544	0.694138353090473
"ACO1"	5418.74291213432	5183.40447840129	5499.98302898462	1.06102689700561	0.0854612289998663	0.23802207335822	0.331884160343024
"ACO2"	9657.92589941755	9592.36730465418	9680.55708555504	1.00916907006288	0.013167895066655	0.859773773603628	0.9029144383986
"ACOD1"	3.09345922473802	5.47749688212986	4.11013574179291	0.40858041574232	-1.29130804105745	2.70151122433727e-09	2.11202284407498e-08
"ACOT1"	266.198107713171	224.670851316175	293.017907042683	1.55410127481635	0.636080521708652	2.36131534588391e-08	1.56421091781382e-07
"ACOT11"	577.735765625235	609.278957824586	566.846882838609	0.930359520989381	-0.104139766926511	0.365529236780041	0.47304519985599
"ACOT12"	4.07910286031366	7.58247317462435	7.53589390781874	1.46910930616018	0.554941740746863	0.0140370906901423	0.028513019198639
"ACOT13"	1817.00697377609	1982.88723653985	1759.7441981371	0.887557244228051	-0.172087923776344	0.000446621092899886	0.00128142159177755
"ACOT2"	958.577438762796	738.799524186997	1034.44597913691	1.4004097656402	0.485849027427155	1.89277371444837e-10	1.83075792039136e-09
"ACOT4"	596.746998392735	417.823864991633	658.512244443527	1.57642167378384	0.656653489938237	1.79647745573107e-09	1.4567144805556e-08
"ACOT6"	7.77147435047038	6.17858614037291	8.3213480887506	1.37867754280558	0.463285066138013	0.00083747604204102	0.00227256215740922
"ACOT7"	3392.83213059432	4726.90927165518	2932.30139148838	0.620341338153966	-0.688865828816001	2.02002259403492e-17	6.9181196755226e-16
"ACOT8"	1001.31805208701	1214.29118737094	927.798558810907	0.763716618707084	-0.38889067734156	1.16965451963949e-09	9.81073150916263e-09
"ACOT9"	1654.03801841096	1668.21942998184	1649.14251743033	0.988510456440718	-0.0166718680574299	0.67289222562226	0.758278867702563
"ACOX1"	4194.24326561539	4241.43267997929	4177.95322120484	0.985101904508305	-0.021655122070254	0.638225158072254	0.729473723725254
"ACOX2"	731.012019787803	661.271058356145	755.086981816266	1.14206136516911	0.191640171582227	0.0428494272584306	0.0762245755043655
"ACOX3"	945.527991085193	1148.21168280424	875.560470108207	0.762531427331675	-0.391131296181907	1.74530127190309e-18	7.26045329111686e-17
"ACOXL"	19.4115970056624	23.9703778692542	17.8378808719293	0.743332487183472	-0.427920432822531	0.00162570653483607	0.00414467522430034
"ACOXL.AS1"	7.31405300980054	6.69036878316851	7.52935222228174	1.14053147098925	0.189706255868561	0.129957911167029	0.199702166326345
"ACP1"	4601.312543452	4634.81409152547	4589.74762548691	0.990181621212275	-0.0142349232402669	0.703196898086623	0.782664706598916
"ACP2"	3019.18506457363	3643.6249521902	2803.62499377996	0.769504493789363	-0.377998343189369	7.70588146626617e-18	2.84540300656656e-16
"ACP4"	4.91994856422976	5.30214981305333	4.78801059888244	0.931348400204062	-0.102607140613876	0.429534521865537	0.537944356169444
"ACP5"	5221.33964332441	4743.23093134784	5386.38539047248	1.13559123647707	0.183443620730188	0.200198931672802	0.287236437089342
"ACP6"	954.905907137437	931.326677547962	963.045586392982	1.03414707987452	0.0484413851843625	0.460878603903962	0.56871712337183
"ACP7"	4.62994525470276	4.60128011427735	4.63984061824687	1.00930604899066	0.0133637050801169	0.941414973014605	0.960570059294368
"ACPP"	65.0369782888983	60.3518440322072	66.6543123062766	1.10480053723757	0.143785926256202	0.321125307206741	0.425663760815671
"ACR"	37.792114580655	37.7654350568596	37.8013244984584	1.00573318816221	0.00824762207218969	0.941462036325871	0.960570059294368
"ACRBP"	273.258618347904	309.088852161161	260.889825305519	0.844031568651629	-0.244631134953219	0.00254463048195903	0.00621010358309744
"ACRV1"	8.41947103183094	12.1019440622098	7.14826116380974	0.59239336095075	-0.755372622689198	2.70508909345337e-12	3.6790509854094e-11
"ACSBG1"	41.7318827558499	44.6484049440073	62.7084961770153	1.49277240671312	0.577994223921504	0.000400744634224537	0.00116048715051789
"ACSBG2"	17.6889078097693	19.2868168001209	17.1373008706342	0.893713068005337	-0.162116375123178	0.161882445021516	0.240479543541333
"ACSF2"	948.439852143602	1186.16508747483	866.375798303234	0.730471626127362	-0.453099859696173	1.96479326021976e-05	7.44290606444486e-05
"ACSF3"	1327.30726182528	1520.32632077469	1260.67602503727	0.829345259506503	-0.269955268821158	1.28755976208683e-06	6.15595844074916e-06
"ACSL1"	15468.351634181	13012.9043484883	16315.9854917078	1.25382678267949	0.326338052262402	0.00045816232250623	0.0013130395873924
"ACSL3"	3264.41915199959	3228.63937224636	3276.77052802399	1.01478775281672	0.021178013145541	0.686932767288885	0.769891724750289
"ACSL4"	4746.02639070797	4971.4435091641	4668.21116625462	0.938992182605983	-0.0908149478310255	0.136290632928315	0.207953511659652
"ACSL5"	2272.8285587643	2641.86029766531	2145.43678040396	0.812061749094043	-0.30033866091945	0.000206862287959264	0.000634335867601981
"ACSL6"	136.210116060734	162.883027366207	144.047557488309	0.779316800706799	-0.359718176229656	0.0115103386374019	0.0239239455067085
"ACSM1"	108.533736852968	151.10022732934	93.8395510994806	0.621175656445563	-0.686926802530835	3.86180995718252e-06	1.68245494521987e-05
"ACSM2A"	10483.272859972	10182.2339170451	10587.1931525988	1.03977511482002	0.0562715323886561	0.737283676044617	0.810300814546685
"ACSM2B"	10078.3309360262	8841.08510716553	10505.4349755781	1.18825895512524	0.248849274323689	0.152663935460815	0.228839454199511
"ACSM3"	1675.757661766	1859.27691343986	1612.40581050324	0.867224885078417	-0.205521939367026	0.0381352719818004	0.0688761958393515
