"baseMean"	"baseMeanA"	"baseMeanB"	"foldChange"	"log2FoldChange"	"pval"	"padj"
"A1BG"	16.1690725750443	20.8968792740839	20.1046015285736	1.86642577326281	0.900278134585259	3.94061951807485e-21	4.84694187121e-20
"A1BG.AS1"	69.7605100404174	59.3085340460828	77.4180341196	1.30472143186607	0.383741813105116	2.55053623661786e-07	1.01527960561648e-06
"A1CF"	2256.81684503571	2459.15366478953	2108.57702222997	0.857454093578133	-0.221868660616519	0.144842746406528	0.214224869354933
"A2M"	93275.057827594	109802.101117408	81166.703195126	0.739207088703683	-0.435949503192086	4.87716275825317e-11	2.86686653855707e-10
"A2M.AS1"	129.170840073567	127.039812266006	130.732113918691	1.02975011066679	0.0422942812519742	0.457474629860727	0.571720557667214
"A2ML1"	11.4327086680047	12.2561258058294	15.6197568084606	2.83616012450401	1.5039389868463	1.60386089486983e-30	3.00206342149392e-29
"A2MP1"	27.3075753568948	17.2516717240648	34.674921421225	2.01638511795123	1.01177121160374	5.53338135213404e-29	9.77212197558462e-28
"A3GALT2"	5.890528098405	3.21063798778925	7.85391981139085	2.47635617455838	1.30821883244946	3.4216832080429e-23	4.70916732423102e-22
"A4GALT"	3650.13477687462	3701.27775769819	3612.66544022957	0.976033480354359	-0.0349974582541661	0.558394386892651	0.671978826142563
"A4GNT"	53.4705422602597	29.1393676607499	71.2965069842061	2.44459283047749	1.28959419099819	4.40404339847621e-25	6.65890255306035e-24
"AA06"	0.0309322885515175	0.00616865704715074	0.0490750880217306	1.06387904949743	0.0893341427480624	0.952274880623852	0.999853238824588
"AAAS"	2150.62754866416	1865.17995381374	2359.75755739137	1.26521521189745	0.339382806839805	1.45770034760785e-20	1.72933982588805e-19
"AACS"	1481.07043511352	1559.40780551281	1423.6774311057	0.912995469023079	-0.131320394408593	0.00948615062763161	0.0185900131692356
"AACSP1"	117.52045311097	90.9957828014162	136.953458094705	1.50513180106773	0.58988982613521	6.57824554198279e-06	2.16732751767134e-05
"AADAC"	4.15982503820927	48.1782158329979	9.10035257525345	0.730853426897626	-0.452345993074561	0.0720025140485507	0.115560242409832
"AADACL2"	0.47589627254747	0.301115311881595	0.60394760136865	1.64250334820323	0.715896311449443	0.0336207543179391	0.0584954952791552
"AADACL3"	0.373971032597424	0.24188813233601	0.470740101886168	1.5615716789078	0.642998793137807	0.163321311713413	0.237943789750246
"AADACL4"	1.1592843607196	0.850561463257917	1.38546676129049	1.6981149527088	0.763934124432489	0.00157013220700188	0.00358209196803547
"AADACP1"	7.17597670206465	7.95913845179556	8.39105674942462	0.835500950164508	-0.25928662591048	0.0462373529447438	0.0776948916392968
"AADAT"	253.954206012506	250.426361127354	256.538842369336	1.02546156177353	0.0362734150961505	0.561189644000169	0.674509208604787
"AAED1"	1329.94771412133	1470.18730611102	1227.20273526777	0.834891639973327	-0.26033913157335	8.37416886682456e-11	4.81429708128335e-10
"AAGAB"	1760.56700952523	1820.77297935887	1716.45777468183	0.942661185604344	-0.0851887690368083	0.0807106550699191	0.127865353309729
"AAK1"	3053.36084790302	3176.90071474034	2962.85073712985	0.932586704134088	-0.10069023353097	0.0320544510715638	0.0560824750504153
"AAMDC"	1126.96144719824	1146.5979474756	1112.57498345336	0.969527631249158	-0.0446460795897659	0.455512037697604	0.569739166506575
"AAMP"	6127.53271642302	6341.6591170899	5970.65538815667	0.941452751857626	-0.0870394019290444	0.0118250738323386	0.0227204144490919
"AANAT"	20.6229263234906	11.0134588004914	27.6631959323546	2.50620872963106	1.32550657454139	2.37927682423263e-40	6.72201554414363e-39
"AAR2"	2660.71520261853	2893.84564652608	2489.91477322793	0.860274179988055	-0.217131557086863	9.98902342724489e-20	1.11887288467758e-18
"AARD"	42.7488419239194	56.2961485662911	44.4894340363526	1.10143602558825	0.139385701805099	0.355933824829639	0.463705404440501
"AARS"	8184.38704196925	8642.33405851405	7848.87724859789	0.90816175698852	-0.138978809242349	0.0017494439723336	0.00395964888180931
"AARS2"	1198.35310127928	1122.63499634794	1253.82712954496	1.11647843570864	0.158955386407451	1.83336577435431e-05	5.69725633287925e-05
"AARSD1"	266.897448505073	186.687144881473	325.662636229308	1.74370697806618	0.80215762221996	2.30053370598557e-81	2.81097192064867e-79
"AASDH"	618.023581896445	601.192117082879	630.354967575828	1.04849403775928	0.0683186576008658	0.062597181532122	0.10205057613679
"AASDHPPT"	2888.32835716941	3215.21435958905	2648.83895956336	0.824002591439838	-0.279279220280417	5.29831944624414e-14	4.01308519164703e-13
"AASS"	563.526762032962	456.695981256525	641.795146560143	1.4051732091991	0.490747975749176	3.17468573552e-12	2.08052982139129e-11
"AATBC"	40.9499914637492	30.5968190150524	48.5351282230374	1.58492742121699	0.664416776359789	7.92154294922235e-12	5.02052291550108e-11
"AATF"	3417.37252834081	3579.79002212314	3298.37915616002	0.921236205162809	-0.118356983819097	0.00132747588454725	0.00306833800815603
"AATK"	327.238527725516	282.337031377733	360.135110119205	1.27557483615201	0.351147542278857	5.18946016751607e-06	1.73349286278489e-05
"ABALON"	43.3135679695498	45.3194432344433	41.8439857442285	0.925150436970857	-0.112240116258342	0.114509501641631	0.174133439510753
"ABAT"	1473.33645752553	1768.26020141923	1257.26385349229	0.71104488249239	-0.491987466539823	1.14803090905713e-06	4.19399787705482e-06
"ABCA1"	7046.23533669187	7549.01419963305	6677.87998918982	0.884616370066269	-0.176876154940074	0.0132266479701712	0.0251543527921301
"ABCA10"	105.836929991491	56.5315320775987	141.95998193535	2.52223812678308	1.33470448824003	9.28226605350831e-53	4.29679665719228e-51
"ABCA11P"	57.8518170809054	41.6596898565786	69.7147991792838	1.68660604551956	0.75412303079921	2.2194090429926e-32	4.47432119546691e-31
"ABCA12"	547.467039169964	680.319929672912	450.133845086207	0.661730083789056	-0.595685225568879	6.64996655252441e-06	2.18856090902126e-05
"ABCA13"	20.7766893927784	18.7203346280777	22.28325486275	1.19355181593671	0.255261199827514	0.197829430707743	0.281057205132862
"ABCA17P"	151.837127569837	124.298753850702	172.012811093232	1.38384272085312	0.468679984348106	0.000741864685207803	0.00179111583125747
"ABCA2"	4691.44534965067	4387.2072365616	4914.34202278189	1.12014596552005	0.163686741221101	0.00259131959621835	0.00567980823170388
"ABCA3"	4072.98339423094	4176.14367366174	3997.40416173129	0.957167935375769	-0.0631560267292869	0.320164603643171	0.424143212674451
"ABCA4"	59.1140256955394	84.0839426936886	115.108061163636	1.05000492530805	0.0703960952255304	0.573577177877159	0.686313876257945
"ABCA5"	1710.18078848595	1324.06812103098	1993.06194415608	1.50540326367997	0.590150004314241	5.98297932826329e-24	8.5216742846524e-23
"ABCA6"	205.583639208788	263.495383306382	209.906937334409	0.819881180958978	-0.286513248646773	0.0269880837930198	0.0479927722356516
"ABCA7"	773.330168904915	517.398544821863	960.835629604652	1.85640229862482	0.892509388988212	6.37889265568371e-32	1.27107885028942e-30
"ABCA8"	418.010712803769	425.666547932558	412.401750261496	0.968848422616898	-0.0456571227912549	0.720288114875966	0.823425874486102
"ABCA9"	134.338531443417	103.803278264358	156.709845404464	1.50968143638963	0.59424415310836	4.66568721434248e-08	2.02283423876869e-07
"ABCA9.AS1"	1.69553657391767	1.40078803807866	1.91148081371639	1.35198182442327	0.43507575665658	0.0156123769908573	0.0292410151374826
"ABCB1"	2348.73514873281	2869.30608028396	1967.34463985331	0.685671073869108	-0.544411433797534	7.55093344890357e-06	2.46719857538425e-05
"ABCB10"	1332.73201988035	1426.49521625164	1264.03745587222	0.886410697408203	-0.173952802619576	9.62244730968909e-05	0.000267554498315266
"ABCB11"	2.10195886654073	15.7233581502476	4.86340432049049	1.49861062394524	0.583625584169489	0.00351153504262272	0.00749611209746111
"ABCB4"	357.413636890349	390.994137394088	332.811256312957	0.851351868180247	-0.232172566314063	0.0600719107043965	0.0982397555924674
"ABCB5"	20.8238503344359	68.256796705971	182.954152162472	0.965076752889268	-0.0512844099062644	0.81273648898847	0.903286546608249
"ABCB6"	670.372910539119	616.753456738578	709.656607594377	1.15041124148259	0.202149678553227	0.00618397677531466	0.0125827983904141
"ABCB7"	1422.52291190026	1491.55107938105	1371.95019197509	0.919903359579138	-0.12044578804292	0.00454906239039805	0.00950799275806002
"ABCB8"	1636.05216843811	1573.3281985224	1682.00618806386	1.06917684349478	0.0965004967742286	0.100127327922666	0.154775552942877
"ABCB9"	333.473852267782	324.927319046342	339.73537487099	1.04554017925995	0.064248504591545	0.431667313301549	0.544612605402882
"ABCC1"	4620.33292012076	4775.43638088897	4506.69809296071	0.943709502827607	-0.0835852642492811	0.12367923644125	0.186335538610335
"ABCC10"	928.102022718984	739.680900811306	1066.14666411662	1.44124503906082	0.527315641955328	3.33282695259013e-34	7.30641872275017e-33
"ABCC11"	21.1778249068353	27.9700679063152	21.2316322719656	1.00508963164621	0.00732416345940933	0.949291178329886	0.999853238824588
"ABCC12"	0.842649176312894	2.12169370098509	1.59915374697848	1.22970336152844	0.298310339576339	0.291341985404378	0.39154111611126
"ABCC13"	5.12771335878096	4.61379313317147	6.90186704308956	2.61603506175951	1.38738187687866	6.01534887004028e-10	3.16769771714591e-09
"ABCC2"	2192.22650036203	2243.89619260908	2154.37127444492	0.960130255714187	-0.0586979530896832	0.646295659239334	0.75695712405362
"ABCC3"	11328.2491723865	10373.1851377726	12027.9662255238	1.15952119197113	0.213529187618473	0.0200561100955036	0.0367070123257958
"ABCC4"	4267.16523364143	4588.16683022685	4031.98698058752	0.878820598933818	-0.186359408977585	0.0283892790121267	0.0502839098676161
"ABCC5"	2065.59236570845	1456.60045743033	2511.76352073166	1.72458235071693	0.786247020729352	1.35356265736123e-32	2.75881513339052e-31
"ABCC5.AS1"	1.52663465950198	0.696531286046182	2.13480067269355	3.27599165809255	1.71193168333917	2.67947887845527e-19	2.93705537719931e-18
"ABCC6P2"	113.735191900458	123.667563896597	106.458349917176	0.861141741863631	-0.215677373579391	0.0439399542847231	0.0742282714287017
"ABCC8"	16.9552958848886	10.9869425548201	26.6645301139443	1.95762402861138	0.969103714818518	8.69768873041063e-11	4.9931329699431e-10
"ABCC9"	1841.51413616729	2046.8052416772	1691.10988872773	0.826267075013195	-0.275319914309607	0.00160252593293105	0.00364976835382565
"ABCD1"	1672.15485941889	1666.35020853086	1676.40757239589	1.0058816020416	0.00846050176389332	0.876556465870519	0.952491454043394
